mz,time,FS__blank11_pos,FS__blank15_pos,FS__blank7_pos,FS_CalCurve_blank2_pos,FS_CalCurve_blank3_pos,FS__BaldegerseeA_pos,FS__BaldegerseeB_pos,FS__Greifensee072A_pos,FS__Greifensee072B_pos,FS__Greifensee082A_pos,FS__Greifensee082B_pos,FS__Greifensee092A_pos,FS__Greifensee092B_pos,FS_CalCurve_AnaA_05_pos,FS_CalCurve_calmix_00005_pos,FS_CalCurve_calmix_0001_pos,FS_CalCurve_calmix_0005_pos,FS_CalCurve_calmix_001_pos,FS_CalCurve_calmix_005_pos,FS_CalCurve_calmix_00625_pos,FS_CalCurve_calmix_0125_pos,FS_CalCurve_calmix_025_pos,FS_CalCurve_CyanoA_05_pos,FS_CalCurve_MC_05_pos,FS_CalCuve_calmix_0025_pos
820.4176406,443.1253931,NA,NA,NA,NA,NA,NA,2678123.616,NA,NA,NA,NA,2714856.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820.4368983,508.09868,NA,NA,NA,NA,NA,11238035.94,7185408.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820.5084055,1440.994547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85544.83012,NA,NA,NA,73929.549,NA,NA,NA,NA,NA,NA,NA
820.5529378,1088.743389,141396.6098,NA,NA,NA,NA,290052.0692,561538.355,1314620.913,NA,NA,NA,NA,NA,1418263.652,NA,NA,121301.0417,120965.0682,NA,NA,212165.3991,580196.8973,129405.2518,146720.7284,141581.2361
820.5992615,950.4725632,NA,NA,NA,NA,NA,NA,652806.1993,1088913.59,1245117.559,NA,630972.7193,NA,1527204.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821.4670255,423.9998943,NA,NA,NA,NA,NA,33721342.58,31441714.28,NA,NA,1581422.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821.4835351,747.5899401,NA,NA,NA,NA,NA,NA,NA,2238703.204,NA,5561594.914,546858.9238,NA,NA,1218143.891,NA,NA,NA,251033.829,585422.378,NA,NA,NA,2425279.111,NA,NA
821.4938198,576.3934664,NA,NA,NA,NA,NA,NA,431685.7284,NA,NA,NA,327345.3436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821.5446135,1088.943808,NA,NA,NA,124986.3971,NA,NA,NA,396708.8714,273003.8442,294780.9592,NA,NA,NA,1046831.658,NA,NA,NA,NA,141503.0904,NA,NA,131335.9602,NA,140470.6087,NA
821.5758648,1099.748871,NA,NA,NA,NA,NA,NA,NA,691606.3506,NA,NA,239270.7866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821.5931721,799.0175723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3187586.874,3020991.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821.5965196,1143.78996,NA,NA,NA,NA,NA,NA,NA,NA,169370.6777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94855.20737,NA,NA,NA,NA,NA
821.6031273,951.0047779,NA,NA,NA,NA,NA,NA,172766.8541,NA,531394.4627,NA,NA,407339.3555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822.4705942,424.2952922,NA,NA,NA,NA,NA,15105421.79,13578182.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822.4870169,747.5899401,NA,NA,NA,NA,NA,NA,NA,1045451.662,NA,2066452.817,NA,NA,NA,584931.8845,NA,NA,NA,NA,217071.9253,NA,NA,NA,980792.6575,NA,NA
822.5031503,1098.745684,NA,NA,NA,NA,NA,1646244.339,NA,NA,NA,NA,275259.2013,2031679.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,794247.527,NA,NA,NA
822.599562,1142.964216,NA,NA,NA,NA,NA,NA,NA,244477.8838,NA,124029.4633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213945.8925,NA,NA,NA
822.639637,1067.122296,NA,NA,NA,NA,NA,236736.9716,381006.8118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823.379436,680.6666083,NA,NA,NA,NA,NA,NA,NA,628236.2624,NA,1665419.617,772686.9904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823.4152242,638.6871705,NA,NA,NA,NA,NA,24220995.56,1675322.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823.4630517,961.0751793,NA,NA,NA,NA,NA,NA,254997.7919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352603.0039,NA,NA
823.4900891,746.6919331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562458.5789,NA,192958.8965,NA,NA
823.5873285,759.811547,NA,NA,NA,NA,NA,NA,NA,NA,242211.0871,NA,NA,NA,320658.4988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823.6126907,996.1446959,NA,NA,NA,NA,NA,951570.425,932684.9247,950650.0581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823.6473159,1067.168948,NA,NA,NA,NA,NA,6970689.966,11208679.8,NA,3651146.14,7925791.798,NA,NA,NA,492716.9104,NA,NA,NA,NA,81695.07967,NA,NA,1027300.609,431117.3218,NA,NA
823.7239266,1066.693902,NA,NA,NA,NA,NA,3485707.554,4534828.213,1354363.256,1863241.02,4004236.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,120152.8269,NA,571827.6833,272910.7711,NA,NA
824.095626,463.0621012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632210.883,5213030.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824.4189991,442.8444359,NA,NA,NA,NA,NA,NA,NA,NA,NA,615153.4624,469759.9613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824.455838,451.5346875,NA,NA,NA,NA,NA,6573604.563,NA,NA,NA,NA,NA,NA,NA,167539.3028,NA,NA,NA,NA,NA,NA,NA,186585.413,NA,NA,NA
824.4747112,361.0647298,NA,NA,NA,NA,NA,33062793.59,5698015.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824.6165561,995.1907692,NA,NA,NA,NA,NA,477990.9891,NA,NA,NA,NA,215595.4265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824.6508527,1066.822573,NA,NA,NA,NA,NA,3642096.686,6007522.45,1865668.742,2181448.67,4177708.107,NA,NA,262180.9282,364994.5217,NA,NA,NA,NA,NA,NA,242877.6062,NA,NA,NA,NA
824.7270703,1066.849731,NA,NA,NA,NA,NA,1514745.857,2910834.095,NA,1195023.434,1975451.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432637.6645,NA,NA,NA
825.1215415,283.7258754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491311.541,484880.3056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825.3947759,1368.670039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121620.1078,NA,NA,NA,100624.1413,NA,NA,NA,NA
825.4187622,429.8189915,NA,NA,NA,NA,NA,924702.4878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2079118.329,NA
825.450671,455.9940132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358448.5351,NA,NA,3688915.324,7647400.078,41939704.11,95046529.62,481235016.4,721131306.8,1327663144,1640996187,62787.36819,5763929172,222351511.8
825.4510967,510.4967433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138145.7831,NA,NA,NA,NA,NA,NA,NA
825.4778564,360.2302709,NA,NA,NA,NA,NA,8296197.142,1067335.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825.4811587,995.5715557,NA,NA,NA,NA,NA,NA,NA,NA,555582.7293,NA,269855.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825.503387,898.0932626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494143.7085,545218.1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825.5403692,872.9025066,NA,NA,NA,NA,NA,NA,NA,NA,207892.3049,NA,NA,NA,342325.0449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825.5548419,935.2361527,NA,NA,NA,NA,55488.35689,NA,NA,NA,NA,NA,514845.3307,NA,965359.1585,NA,NA,NA,NA,63934.03699,58110.47284,NA,NA,NA,NA,NA,NA
825.6482482,1067.168948,NA,NA,NA,NA,NA,2817434.643,NA,NA,1573678.224,NA,1249581.409,NA,NA,171414.9784,NA,NA,NA,NA,NA,NA,NA,202733.2175,117275.9047,NA,NA
825.7304134,1067.482828,NA,NA,NA,NA,NA,349239.4664,NA,NA,NA,415901.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825.8837765,612.2778861,NA,NA,NA,NA,NA,253457.8606,400711.2926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826.3764963,441.6459916,NA,NA,NA,NA,NA,NA,479550.4551,NA,NA,459950.5325,734356.3803,473928.5251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826.3989154,385.8720182,NA,NA,NA,NA,NA,624999.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222992.105,1675067.217,3291899.813,NA,NA,11783250.41,502195.7804
826.4137987,509.0839045,NA,NA,NA,NA,NA,713925.1259,NA,NA,NA,NA,NA,NA,NA,891615.3279,NA,NA,NA,NA,NA,NA,362605.3522,327237.0419,NA,NA,NA
826.4262749,429.1579099,NA,NA,NA,NA,NA,77411627.98,11339865.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134326.2261,NA
826.4539221,455.9940132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539152.962,3315879.808,18342903.92,41112162.94,211882814.1,337644383.7,628319583.5,747652631.8,NA,2792462921,101985376
826.4517907,685.3601137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363714.6789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167862.1427,NA
826.4811432,913.3336663,NA,NA,NA,NA,NA,NA,NA,NA,564544.6876,1128911.679,846575.3633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826.5435738,872.9686218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121780.5488,68867.98369,NA,NA
826.6513317,1066.878066,NA,NA,NA,NA,NA,1129645.606,2046535.02,NA,NA,1619604.578,492251.4531,NA,NA,129488.9263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.3032188,316.090483,NA,NA,NA,NA,NA,7733855.835,3263914.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.3259909,621.9681714,NA,NA,NA,NA,NA,NA,NA,6886208.595,6397151.794,13702102.08,13419772.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.3257698,526.9578912,NA,NA,NA,NA,NA,NA,NA,6405354.194,4733692.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.402362,386.5078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56745.90583,450781.3678,643086.7691,NA,NA,NA,4874873.729,NA
827.4166548,423.9998943,NA,NA,NA,NA,NA,1243412.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.4408962,845.9577787,NA,NA,NA,NA,NA,337417.0245,NA,3501396.279,NA,277220.0129,NA,NA,NA,3374959.051,NA,NA,NA,NA,544653.9672,4212294.358,7040388.513,151625.973,1522117.386,NA,NA
827.4568985,456.0032015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365693.921,785142.8528,4212490.081,9962069.072,53044807.92,80806539.69,153044172.8,185802828.9,NA,678081055.3,23876927.89
827.466322,468.9835422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300822.5728,NA,1141593.506,1388690.254,NA,5106959.72,198988.7285
827.4820163,995.1135392,NA,NA,NA,NA,NA,NA,NA,1109599.802,749906.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.5495352,1058.378729,NA,NA,NA,NA,NA,1021139.927,NA,NA,NA,260162.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.6185782,756.5265834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562484.0446,420984.3359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.618295,797.4916462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4427425.384,4413573.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827.6437204,1066.507272,NA,NA,NA,NA,NA,NA,1881342.117,NA,NA,1114536.933,413201.825,NA,255014.7682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828.0208115,292.7467016,NA,NA,NA,NA,NA,NA,599771.0028,967219.9567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828.3282589,527.7728073,NA,NA,NA,NA,NA,NA,NA,NA,2397909.197,3872803.936,3178049.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828.3282838,621.6604677,NA,NA,NA,NA,NA,NA,NA,NA,3116310.945,7236050.946,6039328.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828.4050869,387.3605977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59716.00122,71596.25388,NA,NA,NA,NA,NA
828.4291722,529.614002,NA,NA,NA,NA,NA,13797180.37,2835656.989,NA,NA,1284599.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828.4434773,845.9577787,NA,NA,NA,NA,NA,NA,NA,NA,203809.2322,NA,NA,NA,NA,1514777.46,NA,NA,NA,NA,240694.6408,1785789.19,2811733.46,NA,NA,NA,NA
828.4589462,455.5502945,NA,NA,NA,NA,NA,6986654.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,95993.62239,NA,1803905.288,NA,13514413.02,25260883.67,29610524.74,NA,113162528.4,4237515.34
828.4848838,993.6930343,NA,NA,NA,NA,NA,408379.484,NA,431818.2244,301638.9583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828.4696114,468.649756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557961.3446,NA,2870443.267,NA
828.4944027,1089.205127,NA,NA,NA,227404.0003,NA,264529.8114,NA,NA,NA,NA,181299.6641,NA,NA,913136.185,NA,NA,NA,NA,NA,217769.2568,NA,NA,218095.8472,NA,111659.1359
829.3208676,324.8609192,NA,NA,NA,NA,NA,44822933.52,12760918.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829.3303684,621.3213628,NA,NA,NA,NA,NA,NA,NA,715404.4112,793271.1905,1553273.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,956300.4202,1220340.273,2273828.065,NA,4080000.334,NA
829.4331137,531.1299843,NA,NA,NA,NA,NA,6173827.545,NA,NA,NA,427724.3548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829.4470685,845.5331926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471201.175,NA,NA,117946.4459,NA,NA
829.4620689,455.0971541,NA,NA,NA,NA,NA,1422853.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87350.38669,NA,1303897.839,2198358.174,4007194.314,4039810.007,NA,16984560.72,584523.8408
829.4773321,994.6341615,NA,NA,NA,NA,NA,292360.9758,918169.2465,NA,305569.7454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829.6253775,984.9365635,NA,NA,NA,NA,NA,916815.6881,1596422.898,2760002.996,3908765.89,NA,NA,NA,3365650.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829.6345255,797.7989046,NA,NA,NA,NA,NA,NA,3541771.357,NA,NA,3322272.97,2004252.688,23352333.99,18356829.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830.3240138,324.8609192,NA,NA,NA,NA,NA,15779630.63,4889760.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830.3374499,621.2814086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255014.0871,NA,NA,NA,NA,NA,NA,NA,NA,438236.2603,1051476.217,1400746.261,NA,2992029.625,NA
830.6379479,798.1161999,NA,NA,NA,NA,NA,NA,1877963.62,250924.6172,NA,NA,955616.1658,11535615,11209136.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830.6286791,984.9627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524125.67,1335111.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830.6848257,1136.015898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768545.6705,NA,NA,NA,NA,NA,NA,NA,NA,832528.9207,NA,NA
831.3229147,324.8609192,NA,NA,NA,NA,NA,13046553.09,421298.4531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831.5095037,385.0217751,NA,NA,NA,NA,NA,7721981.471,880845.6243,NA,NA,NA,1681673.967,NA,299472.5313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832.2407876,1349.852436,NA,NA,NA,NA,NA,NA,90943.75026,NA,NA,100878.6167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127766.5373,NA,NA,NA
832.5128842,384.0942549,NA,NA,NA,NA,NA,3113019.055,NA,NA,NA,370780.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833.4234045,575.9431882,NA,NA,NA,NA,NA,4631396.154,297046.9665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833.4229912,509.6647331,NA,NA,NA,NA,NA,32252864.75,18894145.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833.4714138,747.618847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295256.7642,NA,NA,NA,NA,NA,341379.4524,NA,NA,489791.2384,NA,NA
833.4672313,381.8356985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728477.6332,NA,NA,NA,NA,NA,NA,NA,159982.7378,NA,NA,NA
833.6153283,1117.934008,NA,NA,NA,NA,NA,NA,NA,NA,190968.4431,NA,NA,NA,NA,NA,203030.4416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833.6914539,1072.572269,NA,NA,NA,NA,NA,NA,399988.901,NA,NA,363203.1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833.7594126,1079.825389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298619.9668,450143.0541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833.8499466,231.7528,NA,NA,NA,NA,NA,NA,NA,352628.4059,NA,NA,NA,405317.7725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834.4062549,628.4118727,NA,NA,NA,NA,NA,255231.3848,NA,NA,307540.9741,850119.5833,743075.0634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834.4265683,509.8287569,NA,NA,NA,NA,NA,13422164.48,7709478.501,NA,NA,NA,270863.8992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834.454174,514.0506284,NA,NA,NA,NA,NA,19928679.38,13670771.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834.4691659,952.1218879,NA,NA,NA,NA,NA,463453.2068,NA,3003572.682,NA,1012879.882,537392.7363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835.4024599,453.7318189,NA,NA,NA,NA,NA,7014115.252,5141235.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835.4239163,727.2663805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460151.358,2769921.626,NA,6000534.936,120113.9114
835.4314278,254.8277026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77296.34713,202399.3411,1033470.157,1504773.75,2715057.3,1699797.77,NA,4740963.012,412488.0893
835.464822,511.5903925,NA,NA,NA,NA,NA,9090769.997,NA,NA,NA,423767.7066,419974.1239,411718.1806,NA,919266.2332,NA,NA,NA,NA,NA,371589.2661,590034.0773,904943.9504,2645595.716,NA,1564989.165
835.473033,951.5004948,NA,NA,NA,NA,NA,NA,173125.0743,NA,539890.7846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835.4828538,458.5776983,NA,NA,NA,NA,NA,23973076.89,24474477.12,NA,NA,7580519.627,8346797.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835.618912,972.0894102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142429.1397,NA,NA,NA,106394.7396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836.3635175,341.863097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37577.44773,67735.44963,NA,NA,NA,NA
836.3973193,817.6908676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2838388.655,1931093.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836.4349118,254.1401318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554382.6554,NA,625178.8256,NA,NA,NA
836.4640671,775.2852161,NA,NA,NA,NA,NA,NA,NA,NA,583541.8374,NA,717984.3005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836.4675739,511.7538072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299754.3512,NA,NA,372118.334,NA,NA,NA,NA,102660.8028,NA,NA,305479.0535,1175127.064,NA,662960.2836
836.4864435,458.4120996,NA,NA,NA,NA,NA,10966884.78,11157056.08,NA,NA,NA,3600429.03,311532.6416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836.5391203,1089.25385,NA,NA,NA,NA,NA,NA,256612.1219,NA,NA,NA,NA,NA,NA,532286.3789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837.4618497,334.1769886,NA,NA,NA,NA,NA,9764879898,2113527077,21496491.62,20373347.82,123598208.3,150746912.9,8897204.842,9028649.95,NA,NA,NA,NA,NA,NA,NA,3431418.325,3217863.097,NA,12302276.02,632172.4062
837.489261,457.7068849,NA,NA,NA,NA,NA,1688789.342,2238765.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837.486723,361.0647298,NA,NA,NA,NA,NA,25953039.88,4285561.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837.5190782,694.5276335,NA,NA,NA,NA,NA,NA,NA,NA,NA,514028.1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837.7182167,1124.368402,NA,NA,NA,NA,NA,1209292.725,446804.312,592023.9703,NA,NA,NA,NA,NA,785546.1323,NA,NA,NA,NA,NA,NA,NA,NA,972055.6397,NA,NA
838.3981901,404.4342964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268161.1689,342810.6878,677747.8347,230199.3725,NA,1054149.304,NA
838.4128958,868.8259715,NA,NA,NA,NA,NA,486730.1654,NA,NA,NA,NA,NA,NA,1566443.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838.4344376,728.5818139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202181.5102,NA,979972.9495,2155764.166,NA,4458452.291,193624.1617
838.4324041,228.1252248,NA,NA,NA,NA,NA,2133169.121,160098.6588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838.4463456,370.4878362,NA,NA,NA,NA,NA,11299383.13,8785184.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838.4654528,334.1421868,NA,NA,NA,NA,NA,4561715925,927693439.9,8995089.159,8242581.676,52311887.69,62692507.89,NA,3228222.323,NA,NA,NA,NA,NA,514709.3477,904732.4717,1526696.476,1267435.78,NA,5079239.054,NA
838.4712046,495.3781016,NA,NA,NA,NA,NA,3509196.98,NA,347702.5818,NA,2158321.122,2359001.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838.5039036,1065.107241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521568.2049,NA,NA,NA,NA,NA,NA,NA,NA,122374.8678,NA,NA,NA
838.5526792,933.4339152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371433.337,NA,NA,NA,NA,NA,NA
838.575294,1011.417263,NA,NA,NA,NA,NA,1322059.688,2362873.693,382877.0494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838.8763874,995.4959883,NA,NA,169728.5581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196552.6047,NA,NA,NA,109403.5462,NA,NA,NA
839.3615392,630.9371085,NA,NA,NA,NA,NA,NA,NA,NA,NA,3034805.694,2604855.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839.4097634,513.4585409,NA,NA,NA,NA,NA,343518919.6,192760647.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
