mz,time,FS__blank11_pos,FS__blank15_pos,FS__blank7_pos,FS_CalCurve_blank2_pos,FS_CalCurve_blank3_pos,FS__BaldegerseeA_pos,FS__BaldegerseeB_pos,FS__Greifensee072A_pos,FS__Greifensee072B_pos,FS__Greifensee082A_pos,FS__Greifensee082B_pos,FS__Greifensee092A_pos,FS__Greifensee092B_pos,FS_CalCurve_AnaA_05_pos,FS_CalCurve_calmix_00005_pos,FS_CalCurve_calmix_0001_pos,FS_CalCurve_calmix_0005_pos,FS_CalCurve_calmix_001_pos,FS_CalCurve_calmix_005_pos,FS_CalCurve_calmix_00625_pos,FS_CalCurve_calmix_0125_pos,FS_CalCurve_calmix_025_pos,FS_CalCurve_CyanoA_05_pos,FS_CalCurve_MC_05_pos,FS_CalCuve_calmix_0025_pos
839.4251139,952.3622306,NA,NA,NA,NA,NA,NA,3938632.866,NA,NA,4290218.507,2338162.909,NA,15194878.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839.4493147,370.4878362,NA,NA,NA,NA,NA,4766133.258,3594387.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839.4684318,334.158611,NA,NA,NA,NA,NA,1026766978,215977634.8,2158345.568,1746072.272,11578762.89,15266200.97,665579.3537,391042.0387,NA,NA,NA,NA,NA,NA,NA,340441.6672,231928.3247,NA,NA,NA
839.470178,499.642155,NA,NA,NA,NA,NA,1776605.621,NA,NA,NA,533374.458,NA,NA,NA,NA,NA,NA,NA,NA,803654.2391,NA,NA,NA,NA,NA,215417.4128
839.5031574,761.8542721,NA,NA,NA,NA,NA,184326477.1,115410372.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840.3905648,547.4925874,NA,NA,NA,NA,NA,431039.2136,1379383.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840.4005682,634.01131,NA,NA,NA,NA,NA,576976.3398,NA,NA,426593.3872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840.4130363,513.4585409,NA,NA,NA,NA,NA,141925471.9,78721347.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840.428166,952.2360902,NA,NA,NA,NA,NA,NA,NA,5622555.283,3461233.478,1678136.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840.4703282,333.8214852,NA,NA,NA,NA,NA,172317163.2,36282364.57,NA,NA,NA,2540867.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840.4872004,606.7629478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220346.9926,NA,NA,NA,1438409.171,NA
840.5065268,761.8542721,NA,NA,NA,NA,NA,83141207.26,51973916.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840.5686266,858.1849401,NA,NA,NA,NA,NA,144020.4353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69552.70993,NA,NA,NA,NA,NA,NA,138566.568,NA
840.5623815,979.8225361,NA,NA,NA,NA,NA,NA,NA,NA,1154642.293,NA,1185898.154,NA,NA,NA,NA,NA,NA,NA,56006.04491,NA,NA,NA,NA,NA,NA
840.902296,634.01131,NA,NA,NA,NA,NA,448249.0847,NA,NA,221705.3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841.4049691,513.779472,NA,NA,NA,NA,NA,NA,9563349.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841.4159461,1256.121187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988449.2172,295488.6559,NA,NA
841.431003,953.1472277,NA,NA,NA,NA,NA,NA,220865.4045,NA,NA,345586.2458,NA,NA,1307377.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841.4198798,774.7853975,NA,NA,NA,NA,NA,NA,1474588.881,901397.7316,1376473.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841.4456817,444.9955655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185584.3902,522773.5689,NA,NA,NA,NA,NA
841.5657888,981.1085086,NA,NA,NA,NA,NA,NA,1238655.336,1093820.596,NA,1776946.276,532550.4114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842.4136824,513.4585409,NA,NA,NA,NA,NA,5289292.378,2295782.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842.4193462,1257.016279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356425.976,NA,636469.5898,NA
842.4448186,567.1465522,NA,NA,NA,NA,NA,9783998.415,2041578.15,NA,NA,6650228.087,8266630.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842.4493347,367.956117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75259.46675,NA,NA,NA,1149757.93,NA
842.448678,438.7858441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299941.019,158791.5188,NA,NA,NA
842.6142843,1002.202935,NA,NA,NA,NA,NA,NA,NA,NA,2853918.965,1968275.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843.320167,524.8131127,NA,NA,NA,NA,NA,NA,NA,2960849.089,NA,NA,3778071.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843.4483715,567.3287638,NA,NA,NA,NA,NA,4674596.149,NA,NA,393398.657,3409881.174,3576730.324,NA,281557.3809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843.4729652,593.1690688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121211.4021,NA,NA,NA,1328748.55,NA
843.5813813,999.902962,NA,NA,NA,NA,NA,NA,523659.7002,1092245.921,NA,NA,449897.3307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843.6176587,1000.578052,NA,NA,NA,NA,NA,NA,NA,1691980.135,1486861.515,NA,675643.4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843.9177279,601.365492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217879.2401,NA,217838.6406,NA,NA,NA
844.3236731,524.6859451,NA,NA,NA,NA,NA,NA,NA,1237689.573,NA,1555965.34,1582036.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844.4240516,426.015151,NA,NA,NA,NA,NA,3379683926,424157000.6,29683896.91,26672063.14,109250850.7,146491785.3,8049226.979,7613346.917,1721903812,940877.7117,2122502.729,11444734.62,23968957.69,128610332.4,182211538.1,327691691,379683924.6,168006.9579,4333319.375,61517727.31
844.4567837,693.6881885,NA,NA,NA,NA,NA,6030757.455,7100126.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844.4650632,316.090483,NA,NA,NA,NA,NA,29669774.7,1129205.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844.9214385,592.9055197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83319.55135,69516.79063,NA,NA,NA
845.3263224,524.6534606,NA,NA,NA,NA,NA,NA,NA,NA,NA,364214.8073,384939.6775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845.4278419,426.010378,NA,NA,NA,NA,NA,1666803334,199116066.9,14189754.77,12277208.89,50844051.07,69443820.36,NA,3513597.667,831434213.7,402924.5789,836187.5165,5243547.325,10824721.38,57111396.3,83558331.22,154838431,172367288.1,NA,4174369.463,28338949.38
845.4604007,693.6881885,NA,NA,NA,NA,NA,2159138.035,3087875.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845.6246873,1067.087316,NA,NA,NA,NA,NA,825689.7874,1058301.291,NA,1288224.156,NA,1139079.357,NA,NA,494367.0209,NA,NA,NA,NA,139196.8032,107911.7419,332077.4588,769568.8782,357558.1914,325238.82,NA
845.6289793,797.1843878,NA,NA,NA,NA,NA,NA,1895559.156,NA,NA,NA,NA,32654340.1,29244729.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846.4301259,425.8893616,NA,NA,NA,NA,NA,424312745.6,49669534.36,3350943.336,2776324.109,13588136.89,16919191.55,NA,NA,217611638.3,NA,170894.6394,1300476.304,2614215.372,14815907.8,20953237.45,39384856.21,43837294.31,NA,NA,7126794.686
846.6326689,797.7552657,NA,NA,NA,NA,NA,NA,1037008.837,NA,NA,200326.9822,NA,16127571.35,15105238.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846.6277391,1064.777856,NA,NA,NA,NA,NA,NA,224130.3696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847.3625017,233.7122395,NA,NA,NA,NA,NA,NA,NA,920001.7842,141260.2137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847.3599346,384.1756093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93737.57321,NA,NA,509524.966,NA
847.4455835,634.8897871,NA,NA,NA,NA,NA,164789374.1,101038112.9,131638677.1,139234802.3,163225587.1,117969221.2,85807647.34,74725063.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847.4672079,516.112442,NA,NA,NA,NA,NA,57491075.7,46271478.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294478.6496,441043.1958,838384.5342,NA,NA,3211758.596,NA
847.654564,984.1951427,NA,NA,NA,NA,NA,NA,909431.425,1232531.732,NA,NA,NA,NA,641272.4703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848.3803679,386.6757187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131430.437,266201.9025,NA,NA,NA,2035066.065,NA
848.3894705,635.4383039,NA,NA,NA,NA,NA,1637417.89,NA,760856.2288,1181978.506,NA,1035207.379,622170.3384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848.4438163,446.6566659,NA,NA,NA,NA,NA,2255294.641,27017098.74,NA,NA,NA,420546.2237,NA,NA,5666368.579,NA,NA,NA,NA,145520.3537,5031325.58,1098248.444,NA,NA,5435886.519,183998.0388
848.448961,635.1251911,NA,NA,NA,NA,NA,46939021.08,27359126.54,37852021.37,38430702.6,44398969.69,34012676.16,24095755.59,21252133.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848.4711848,516.0644101,NA,NA,NA,NA,NA,25447666.18,18139127.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81124.50579,121321.2268,NA,435046.6738,NA,1293175.652,NA
848.8911678,634.6479708,NA,NA,NA,NA,NA,1556245.281,NA,NA,1125896.099,NA,780485.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.0042544,1028.925806,NA,NA,NA,NA,NA,NA,NA,NA,NA,2674895.561,2230123.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.384264,386.5368605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81527.03171,112899.3953,147022.2814,213929.9277,NA,958411.6139,NA
849.3927232,634.768879,NA,NA,NA,NA,NA,956633.6175,400698.1026,NA,NA,869378.3175,493521.2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.4519158,635.1251911,NA,NA,NA,NA,NA,10137118.13,5400499.498,7952170.969,7113674.332,8890056.618,6606902.87,4622351.555,4131005.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.4543448,444.3454703,NA,NA,NA,NA,NA,NA,10852166.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123960.5564,NA,NA,298035.7549,NA,2217918.464,NA
849.4737301,512.9858784,NA,NA,NA,NA,NA,6088657.494,4291148.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.4828492,616.7729427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9254633.608,6455522.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.4808674,991.8212706,NA,NA,NA,NA,NA,NA,NA,431660.2651,NA,417729.2995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.5055266,1028.020168,NA,NA,NA,NA,NA,NA,NA,NA,613121.7762,2446794.747,1755703.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849.9848761,616.7976434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8435467.23,6378064.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850.0065261,1029.859363,NA,NA,NA,NA,NA,NA,NA,NA,266202.4341,898310.0906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850.4113079,531.149125,NA,NA,NA,NA,NA,3333787.958,728621.3052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850.4452429,502.6002385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558316.4486,685168.673,1301268.353,NA,NA,NA,NA
850.454656,634.6479708,NA,NA,NA,NA,NA,1511427.416,637692.1784,NA,NA,NA,1248361.427,583882.6707,637002.9871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850.4693589,360.5044607,NA,NA,NA,NA,NA,1084588.612,767969.0415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851.3981884,635.1251911,NA,NA,NA,NA,NA,172095324.6,100193872.4,114888082,141786828,168371926.6,107221915.1,97404088.43,87614378.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851.4184486,633.2654429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304817.5291,751380.9348,NA,NA,NA,5470044.185,NA
851.4142641,889.7647008,NA,NA,NA,NA,NA,NA,413336.8656,776008.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851.4449123,244.1733604,NA,NA,NA,NA,NA,4510072.804,NA,130219.9612,NA,1121724.915,1349615.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851.436726,510.8922298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87730.9052,NA,NA,NA,NA,NA,NA,445961.694,NA,477717.6585,NA,206011.8322
851.4779773,362.4492,NA,NA,NA,NA,NA,6550809732,1544755017,84487213.54,79481871.67,525148034.5,664113213.4,76957723.83,81298309.08,4134891.978,NA,NA,NA,NA,392733.2578,566115.8224,1218904.243,NA,NA,NA,NA
851.6035675,953.3935369,NA,NA,NA,NA,NA,NA,524919.4213,NA,1649250.906,1806831.412,402170.2503,2890740.503,2606979.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851.9786327,361.8643898,NA,NA,NA,NA,NA,15919914.68,1732085.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852.389476,602.0578222,NA,NA,NA,NA,NA,1211104.071,2271988.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852.4011057,634.4651224,NA,NA,NA,NA,NA,89949119.4,53301811.12,61324208.11,76858204.04,92144324.2,58489646.72,51559624.97,45464124.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852.408613,455.0971541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753562.502,1680879.591,NA,9200989.086,NA
852.4213878,634.5002602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125694.001,249435.5523,NA,NA,NA,NA,NA
852.4498667,727.2663805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270210.8878,939147.2042,4392094.445,8584314.415,13764492.48,30905387.24,NA,60584107.61,2271667.495
852.448018,244.1840241,NA,NA,NA,NA,NA,1726213.873,131208.2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852.4546087,511.8635226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129617.0227,NA,NA,NA,NA,NA,NA,NA,NA,322756.5098,NA,169077.0148
852.4813886,362.4297386,NA,NA,NA,NA,NA,3100699010,685130807.6,37361794.8,34816914.55,239257787.6,292459713,32926523.56,35899686.18,1734558.698,NA,NA,NA,NA,NA,NA,526013.8326,434723.0115,NA,NA,NA
852.6068409,953.9459183,NA,NA,NA,NA,NA,NA,386020.4468,1495057.419,NA,958133.5231,233862.3381,1786702.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852.6231115,1080.085042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4322053.918,2419718.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852.9102052,455.9981074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213288.5749,572607.9741,NA,991923.6735,NA,6451210.058,NA
853.299128,325.4698024,NA,NA,NA,NA,NA,3232327.49,684589.7382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853.4041638,634.768879,NA,NA,NA,NA,NA,25836422.31,16305497.28,17997813.19,22306460.23,25325075.84,16596238.83,15150185.55,12841718.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853.4107003,454.9918319,NA,NA,NA,NA,NA,NA,NA,256575.1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818362.6066,NA,NA,4492894.378,NA
853.4460622,515.7166348,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035707.659,NA,248889.6881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853.4536059,727.2540779,NA,NA,NA,NA,NA,193167.9057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960641.781,3790082.638,6871474.156,13427176.08,NA,29636217.39,1026297.925
853.4840358,362.5100837,NA,NA,NA,NA,NA,734403194.8,163480436.4,9107636.861,8315324.221,57332532.12,70495660.4,8040631.65,8819698.467,429675.7822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853.4824877,534.9092752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3071200.366,4373402.199,8223361.404,NA,NA,33732496.41,972181.6307
853.6174158,1083.259219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476951.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111483.2864,NA,NA
853.6954527,1125.814379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890723.315,NA,NA,NA,NA,1678966.397,NA,NA,NA,NA,NA,NA,NA,4015760.188
853.9064266,454.4016168,NA,NA,NA,NA,NA,NA,NA,362285.3641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284052.8869,NA,NA,NA,NA
854.4072175,634.768879,NA,NA,NA,NA,NA,NA,3290320.675,3402005.996,NA,5463440.894,3390846.55,2678029.264,2436261.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854.4493674,328.4574348,NA,NA,NA,NA,NA,NA,NA,NA,NA,2815655.468,2629557.601,552690.5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854.4560738,727.2540779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679571.402,3563317.451,NA,6444214.809,NA
854.4861069,362.6038388,NA,NA,NA,NA,NA,121600934.7,29226986.56,NA,1437143.085,10063040.87,12364820.7,NA,1431316.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854.4859638,534.9092752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339775.64,1966946.17,NA,NA,NA,15550256.16,NA
854.5834897,914.0373678,NA,NA,NA,NA,NA,NA,NA,1994262.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106838.6293,NA,NA,NA,NA
854.6354925,1078.572609,NA,NA,NA,NA,NA,NA,NA,NA,616293.7324,NA,252609.9196,257862.7053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854.6655464,1066.879695,NA,NA,NA,NA,NA,NA,1869138.571,370229.3764,541486.1195,NA,NA,370614.0659,469668.9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855.2098278,1074.971361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327131.9728,NA,310641.0718,NA
855.2458648,1150.666123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760115.2239,NA,NA,NA,NA,NA,NA,NA,1036334.88,NA,NA,NA
855.3832558,506.9145051,NA,NA,NA,NA,NA,6181518.256,2052646.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855.4095128,635.3206034,NA,NA,NA,NA,NA,NA,NA,326218.376,NA,953473.2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855.4044168,509.8287569,NA,NA,NA,NA,NA,12671591.53,7492133.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855.4883373,536.0100498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371445.0154,414710.4419,966051.4796,NA,NA,3917498.307,NA
855.702621,1124.881108,NA,NA,360789.6856,NA,NA,NA,NA,NA,NA,NA,NA,232174.1924,NA,NA,308252.7748,NA,NA,NA,NA,NA,NA,NA,256302.4004,NA,NA
855.9097184,425.7069885,NA,NA,NA,NA,NA,939954.6322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280794.9066,NA,NA,NA,NA
856.3751502,635.0431374,NA,NA,NA,NA,NA,1140418.816,NA,NA,NA,NA,813257.3791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856.4866583,523.4705228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95487.81643,137719.4987,145417.6252,NA,650777.9683,NA
856.5570037,988.9884378,NA,NA,NA,NA,NA,NA,NA,1717044.815,1773225.472,1122010.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856.8767793,634.6479708,NA,NA,NA,NA,NA,NA,NA,NA,913049.3844,1463963.882,589869.5099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.204344,1150.175103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132325.861,259400.6498,NA,NA,NA,2855242.629,2204213.954,NA
857.3777198,635.1640455,NA,NA,NA,NA,NA,1119851.462,NA,NA,NA,807706.2984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.3838712,453.7318189,NA,NA,NA,NA,NA,1039165.021,553848.1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.4408848,436.875625,NA,NA,NA,NA,NA,NA,NA,768961.5025,715798.4405,1727047.844,1930469.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.5234947,1175.867736,NA,NA,NA,NA,NA,NA,NA,871185.5906,794792.3358,867420.758,478995.5908,276493.6741,429934.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.5969695,988.8421382,NA,NA,NA,NA,NA,NA,NA,NA,949941.3884,NA,159404.2741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.6508159,996.2072931,NA,NA,NA,NA,NA,489518.4658,NA,627656.7784,NA,NA,NA,4334914.91,3858581.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.6744362,1067.122296,NA,NA,NA,NA,NA,1762741.484,2873300.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.878166,634.3150666,NA,NA,NA,NA,NA,770858.0464,NA,NA,NA,582411.7288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858.2043913,1150.831247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2439305.416,NA,760099.7935,NA
858.4069387,318.4440937,NA,NA,NA,NA,NA,1111660.473,NA,NA,NA,1245564.987,1530952.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858.4394444,464.8044125,NA,NA,NA,NA,NA,2020018781,323350231.2,119683383.8,121260779.2,497492762.7,658323949.5,74816206.2,69121773.64,NA,NA,124477.7929,NA,1061574.331,5742295.398,8704811.021,17506193.97,24580949.79,NA,62256251.5,2668591.415
858.4403041,524.5118105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36106916.02,NA,NA,62328.38233,NA,3194155.132,4708611.95,8746516.309,10804046.13,NA,NA,1306054.296
858.4980791,527.663309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356864.0226,NA,963557.2525,NA
858.5730835,1009.476132,NA,NA,NA,NA,NA,NA,NA,NA,521389.5356,325084.4585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858.6537235,996.2542009,NA,NA,NA,NA,NA,426250.7484,1898079.251,NA,694922.4224,NA,NA,NA,2551237.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858.6773586,1067.162197,NA,NA,NA,NA,NA,NA,NA,311177.3962,521433.0958,NA,391116.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
